ID,Name,Role,Full Name,Image,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style(l),Team ID,Playing Role
64443,SS Cottrell,P,Sheldon Cottrell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316693.png",19-8-1989,rhb,lfm,right-hand bat,left-arm fast-medium,4.0,bowler
53391,K Santokie,P,Krishmar Santokie,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322022.png",20-12-1984,lhb,lm,left-hand bat,left-arm medium,4.0,bowler
60782,TL Chatara,P,Tendai Chatara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316683.png",28-2-1991,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
49272,TP Kamungozi,P,Tafadzwa Kamungozi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316601.png",8-6-1987,rhb,lb,right-hand bat,legbreak,9.0,allrounder
56570,SW Masakadza,P,Shingi Masakadza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/128500/128552.1.jpg",4-9-1986,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
59383,N Mushangwe,P,Natsai M'shangwe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/181200/181295.jpg",9-2-1991,rhb,lb,right-hand bat,legbreak,9.0,bowler
47209,T Panyangara,P,Tinashe Panyangara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316569.png",21-10-1985,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
52319,Sikandar Raza,P,Sikandar Raza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316632.png",24-4-1986,rhb,"ob,lb",right-hand bat,"right-arm offbreak,legbreak",9.0,batting allrounder
47206,SC Williams,P,Sean Williams,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316568.png",26-9-1986,lhb,sla,left-hand bat,slow left-arm orthodox,9.0,middle-order batter
79159,Rashid Khan,P,Rashid Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320500/320506.png",20-9-1998,rhb,lbg,right-hand bat,legbreak googly,40.0,bowling allrounder
74913,Usman Ghani,P,Usman Ghani,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316700/316708.png",20-11-1996,rhb,,right-hand bat,,40.0,opening batter
64929,AC Agar,P,Ashton Agar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321559.png",14-10-1993,lhb,sla,left-hand bat,slow left-arm orthodox,2.0,bowler
49002,JW Hastings,P,John Hastings,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321595.png",4-11-1985,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,allrounder
51367,JR Hazlewood,P,Josh Hazlewood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316622.png",8-1-1991,lhb,rfm,left-hand bat,right-arm fast-medium,2.0,bowler
48671,UT Khawaja,P,Usman Khawaja,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319716.png",18-12-1986,lhb,rm,left-hand bat,right-arm medium,2.0,top-order batter
50771,MR Marsh,P,Mitchell Marsh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316612.png",20-10-1991,rhb,rm,right-hand bat,right-arm medium,2.0,allrounder
35816,PM Nevill,WK,Peter Nevill,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321587.png",13-10-1985,rhb,,right-hand bat,,2.0,wicketkeeper
62500,AJ Tye,P,Andrew Tye,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321558.png",12-12-1986,rhb,rmf,right-hand bat,right-arm medium-fast,2.0,bowler
58435,A Zampa,P,Adam Zampa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321549.png",31-3-1992,rhb,lbg,right-hand bat,legbreak googly,2.0,bowler
67278,Abu Hider,P,Abu Hider,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323160.png",14-2-1996,rhb,lfm,right-hand bat,left-arm fast-medium,25.0,bowler
54674,Mustafizur Rahman,P,Mustafizur Rahman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319734.png",6-9-1995,lhb,lfm,left-hand bat,left-arm fast-medium,25.0,bowler
60030,Nurul Hasan,P,Nurul Hasan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323162.png",21-11-1993,rhb,,right-hand bat,,25.0,wicketkeeper batter
51242,Saqlain Sajib,P,Saqlain Sajib,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/303200/303250.jpg",1-12-1988,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
59805,Shuvagata Hom,P,Shuvagata Hom,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330471.png",11-11-1986,rhb,ob,right-hand bat,right-arm offbreak,25.0,batting allrounder
61619,Soumya Sarkar,P,Soumya Sarkar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316685.png",25-2-1993,lhb,rmf,left-hand bat,right-arm medium-fast,25.0,batting allrounder
45560,Arafat Sunny,P,Arafat Sunny,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316548.png",29-9-1986,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
52241,SW Billings,P,Sam Billings,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322932.png",15-6-1991,rhb,,right-hand bat,,1.0,wicketkeeper batter
48572,LA Dawson,P,Liam Dawson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323109.png",1-3-1990,rhb,sla,right-hand bat,slow left-arm orthodox,1.0,allrounder
45443,LE Plunkett,P,Liam Plunkett,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319797.png",6-4-1985,rhb,rf,right-hand bat,right-arm fast,1.0,bowler
52290,JJ Roy,P,Jason Roy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319791.png",21-7-1990,rhb,,right-hand bat,,1.0,opening batter
62587,RJW Topley,P,Reece Topley,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322910.png",21-2-1994,rhb,lfm,right-hand bat,left-arm fast-medium,1.0,bowler
52122,JM Vince,P,James Vince,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323001.png",14-3-1991,rhb,rm,right-hand bat,right-arm medium,1.0,batter
53121,DJ Willey,P,David Willey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322904.png",28-2-1990,lhb,lfm,left-hand bat,left-arm fast-medium,1.0,bowling allrounder
70978,Waqas Khan,P,Waqas Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321910.png",10-3-1999,rhb,rmf,right-hand bat,right-arm medium-fast,19.0,batter
62189,Anshuman Rath,P,Anshy Rath,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321903.png",5-11-1997,lhb,sla,left-hand bat,slow left-arm orthodox,19.0,wicketkeeper batter
5656,RJ Campbell,P,Ryan Campbell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321920.png",7-2-1972,rhb,ob,right-hand bat,right-arm offbreak,19.0,wicketkeeper batter
84759,C Carter,WK,Christopher Carter,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321911.png",9-9-1997,rhb,,right-hand bat,,19.0,wicketkeeper batter
64486,A Mehmood,P,Adil Mehmood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321921.png",31-12-1988,rhb,rm,right-hand bat,right-arm medium,19.0,bowler
70640,JJ Bumrah,P,Jasprit Bumrah,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319940.png",6-12-1993,rhb,rf,right-hand bat,right-arm fast,6.0,bowler
66253,P Negi,P,Pawan Negi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322700/322700.png",6-1-1993,lhb,sla,left-hand bat,slow left-arm orthodox,6.0,bowler
51454,MK Pandey,P,Manish Pandey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323052.png",10-9-1989,rhb,rm,right-hand bat,right-arm medium,6.0,top-order batter
70633,HH Pandya,P,Hardik Pandya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319938.png",11-10-1993,rhb,rmf,right-hand bat,right-arm medium-fast,6.0,allrounder
52628,A Balbirnie,P,Andy Balbirnie,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316637.png",28-12-1990,rhb,ob,right-hand bat,right-arm offbreak,29.0,batter
53129,SW Poynter,P,Stuart Poynter,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319898.png",18-10-1990,rhb,,right-hand bat,,29.0,wicketkeeper batter
71363,MP O'Dowd,P,Max O'Dowd,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322500/322583.png",4-3-1994,rhb,ob,right-hand bat,right-arm offbreak,15.0,opening batter
56854,PA van Meekeren,P,Paul van Meekeren,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322644.png",15-1-1993,rhb,rfm,right-hand bat,right-arm fast-medium,15.0,bowler
6329,GD Elliott,P,Grant Elliott,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316400/316490.png",21-3-1979,rhb,rm,right-hand bat,right-arm medium,5.0,allrounder
66842,HM Nicholls,P,Henry Nicholls,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319777.png",15-11-1991,lhb,ob,left-hand bat,right-arm offbreak,5.0,top-order batter
64864,MJ Santner,P,Mitchell Santner,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319792.png",5-2-1992,lhb,sla,left-hand bat,slow left-arm orthodox,5.0,bowling allrounder
67586,IS Sodhi,P,Ish Sodhi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319778.png",31-10-1992,rhb,lb,right-hand bat,legbreak,5.0,bowler
20099,Sultan Ahmed,CWK,Sultan Ahmed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321784.png",18-6-1977,rhb,,right-hand bat,,37.0,wicketkeeper batter
62411,Aamir Kaleem,P,Aamir Kaleem,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321786.png",20-11-1981,lhb,sla,left-hand bat,slow left-arm orthodox,37.0,middle-order batter
24704,Adnan Ilyas,P,Adnan Ilyas,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321764.png",30-12-1984,rhb,rm,right-hand bat,right-arm medium,37.0,
59001,Amir Ali,P,Amir Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321787.png",24-11-1978,rhb,ob,right-hand bat,right-arm offbreak,37.0,batter
70922,M Ansari,P,Munis Ansari,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321779.png",1-4-1984,rhb,rfm,right-hand bat,right-arm fast-medium,37.0,bowler
87127,Bilal Khan,P,Bilal Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321770.png",10-4-1987,lhb,lmf,left-hand bat,left-arm medium-fast,37.0,bowler
53016,Jatinder Singh,P,Jatinder Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321771.png",5-3-1989,rhb,ob,right-hand bat,right-arm offbreak,37.0,batter
68463,Khawar Ali,P,Khawar Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321774.png",20-12-1985,rhb,lb,right-hand bat,legbreak,37.0,opening batter
67018,AV Lalcheta,P,Ajay Lalcheta,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321766.png",22-10-1983,lhb,sla,left-hand bat,slow left-arm orthodox,37.0,batting allrounder
83379,Mehran Khan,P,Mehran Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321776.png",13-4-1987,rhb,rmf,right-hand bat,right-arm medium-fast,37.0,batter
66962,RJ Ranpura,P,Rajeshkumar Ranpura,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321780.png",17-7-1983,lhb,rfm,left-hand bat,right-arm fast-medium,37.0,bowler
59720,Sufyan Mehmood,P,Sufyan Mehmood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321783.png",21-10-1991,lhb,rm,left-hand bat,right-arm medium,37.0,bowler
53873,VS Wategaonkar,P,Vaibhav Wategaonkar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321789.png",30-8-1982,lhb,,left-hand bat,,37.0,top-order batter
68465,Zeeshan Maqsood,P,Zeeshan Maqsood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321792.png",24-10-1987,lhb,sla,left-hand bat,slow left-arm orthodox,37.0,opening batter
53614,Zeeshan Siddiqui,P,Zeeshan Siddiqui,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321791.png",22-7-1979,rhb,lb,right-hand bat,legbreak,37.0,batter
49125,Anwar Ali,P,Anwar Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322190.png",25-11-1987,rhb,rmf,right-hand bat,right-arm medium-fast,7.0,bowler
48982,Imad Wasim,P,Imad Wasim,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320451.png",18-12-1988,lhb,sla,left-hand bat,slow left-arm orthodox,7.0,allrounder
61264,Mohammad Irfan,P,Mohammad Irfan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316684.png",6-6-1982,rhb,lf,right-hand bat,left-arm fast,7.0,bowler
56883,Mohammad Nawaz,P,Mohammad Nawaz,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322217.png",21-3-1994,lhb,sla,left-hand bat,slow left-arm orthodox,7.0,allrounder
48983,Sarfaraz Ahmed,WK,Sarfaraz Ahmed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316592.png",22-5-1987,rhb,ob,right-hand bat,right-arm offbreak,7.0,wicketkeeper batter
24723,Wahab Riaz,P,Wahab Riaz,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316530.png",28-6-1985,rhb,lf,right-hand bat,left-arm fast,7.0,bowler
56880,Babar Azam,P,Babar Azam,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320448.png",15-10-1994,rhb,ob,right-hand bat,right-arm offbreak,7.0,batter
63619,Iftikhar Ahmed,P,Iftikhar Ahmed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322153.png",3-9-1990,rhb,ob,right-hand bat,right-arm offbreak,7.0,middle-order batter
46385,Khurram Manzoor,P,Khurram Manzoor,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/105700/105726.jpg",10-6-1986,rhb,ob,right-hand bat,right-arm offbreak,7.0,opening batter
62088,Rumman Raees,P,Rumman Raees,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/302800/302883.jpg",18-10-1991,rhb,lmf,right-hand bat,left-arm medium-fast,7.0,bowler
62583,PL Mommsen,C,Preston Mommsen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316690.png",14-10-1987,rhb,ob,right-hand bat,right-arm offbreak,30.0,opening batter
60303,MH Cross,WK,Matthew Cross,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316680.png",15-10-1992,rhb,,right-hand bat,,30.0,wicketkeeper batter
59951,JH Davey,P,Josh Davey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316676.png",3-8-1990,rhb,rmf,right-hand bat,right-arm medium-fast,30.0,bowler
8143,CD de Lange,P,Con de Lange,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322434.png",11-2-1981,rhb,sla,right-hand bat,slow left-arm orthodox,30.0,bowling allrounder
59616,AC Evans,P,Alasdair Evans,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316674.png",12-1-1989,rhb,rmf,right-hand bat,right-arm medium-fast,30.0,bowler
60198,MA Leask,P,Michael Leask,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316678.png",29-10-1990,rhb,ob,right-hand bat,right-arm offbreak,30.0,allrounder
52184,MW Machan,P,Matt Machan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316629.png",15-2-1991,lhb,ob,left-hand bat,right-arm offbreak,1.0,top-order batter
63124,GT Main,P,Gavin Main,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/179800/179829.1.jpg",28-2-1995,rhb,rf,right-hand bat,right-arm fast,30.0,bowler
72409,HG Munsey,P,George Munsey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320365.png",21-2-1993,lhb,rmf,left-hand bat,right-arm medium-fast,30.0,opening batter
60201,SM Sharif,P,Safyaan Sharif,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316679.png",24-5-1991,rhb,rmf,right-hand bat,right-arm medium-fast,30.0,bowler
57140,RML Taylor,P,Rob Taylor,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316662.png",21-12-1989,lhb,lm,left-hand bat,left-arm medium,30.0,allrounder
71959,MRJ Watt,P,Mark Watt,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320372.png",29-7-1996,lhb,sla,left-hand bat,slow left-arm orthodox,30.0,bowler
52222,KJ Abbott,P,Kyle Abbott,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316630.png",18-6-1987,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowler
61832,CH Morris,P,Chris Morris,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320342.png",30-4-1987,rhb,rfm,right-hand bat,right-arm fast-medium,3.0,bowling allrounder
67296,K Rabada,P,Kagiso Rabada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320376.png",25-5-1995,lhb,rf,left-hand bat,right-arm fast,3.0,bowler
53649,RR Rossouw,P,Rilee Rossouw,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316651.png",9-10-1989,lhb,ob,left-hand bat,right-arm offbreak,3.0,top-order batter
48777,D Wiese,P,David Wiese,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322079.png",18-5-1985,rhb,rmf,right-hand bat,right-arm medium-fast,28.0,allrounder
67342,PVD Chameera,P,Dushmantha Chameera,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319862.png",11-1-1992,rhb,rf,right-hand bat,right-arm fast,8.0,bowler
60602,GSNFG Jayasuriya,P,Shehan Jayasuriya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322949.png",12-9-1991,lhb,ob,left-hand bat,right-arm offbreak,8.0,batting allrounder
61690,MD Shanaka,P,Dasun Shanaka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/328000/328058.png",9-9-1991,rhb,rm,right-hand bat,right-arm medium,8.0,allrounder
48821,TAM Siriwardana,P,Milinda Siriwardana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319878.png",4-12-1985,lhb,sla,left-hand bat,slow left-arm orthodox,8.0,allrounder
58084,JDF Vandersay,P,Jeffrey Vandersay,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323062.png",5-2-1990,rhb,lb,right-hand bat,legbreak,8.0,bowler
61131,N Dickwella,P,Niroshan Dickwella,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319881.png",23-6-1993,lhb,,left-hand bat,,8.0,wicketkeeper batter
62457,CR Brathwaite,P,Carlos Brathwaite,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320000/320085.png",18-7-1988,rhb,rfm,right-hand bat,right-arm fast-medium,4.0,allrounder
59339,JO Holder,P,Jason Holder,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316673.png",5-11-1991,rhb,rmf,right-hand bat,right-arm medium-fast,4.0,bowling allrounder
61413,E Lewis,P,Evin Lewis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320000/320093.png",27-12-1991,lhb,,left-hand bat,,4.0,opening batter
53434,AR Nurse,P,Ashley Nurse,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321980.png",22-12-1988,rhb,ob,right-hand bat,right-arm offbreak,4.0,bowler
49271,TS Chisoro,P,Tendai Chisoro,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321490.png",12-2-1988,lhb,"lfm,sla",left-hand bat,"left-arm fast-medium,slow left-arm orthodox",9.0,bowler
67884,WP Masakadza,P,Wellington Masakadza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321492.png",4-10-1993,lhb,sla,left-hand bat,slow left-arm orthodox,9.0,bowler
55144,PJ Moor,P,Peter Moor,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320344.png",2-2-1991,rhb,ob,right-hand bat,right-arm offbreak,29.0,wicketkeeper batter
45215,T Mupariwa,P,Tawanda Mupariwa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316541.png",16-4-1985,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
49268,R Mutumbami,WK,Richmond Mutumbami,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341600/341663.png",11-6-1989,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
59384,DT Tiripano,P,Donald Tiripano,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320312.png",17-3-1988,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
66876,LM Jongwe,P,Luke Jongwe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348593.png",6-2-1995,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,allrounder
62307,N Madziva,P,Neville Madziva,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/154100/154118.1.jpg",2-8-1991,rhb,rmf,right-hand bat,right-arm medium-fast,9.0,allrounder
67750,Fareed Ahmad,P,Fareed Ahmad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320494.png",10-8-1994,lhb,lfm,left-hand bat,left-arm fast-medium,40.0,bowler
61861,Hashmatullah Shahidi,P,Hashmatullah Shahidi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320495.png",4-11-1994,lhb,ob,left-hand bat,right-arm offbreak,40.0,top-order batter
